t_s,depth_m,roll_deg,pitch_deg,yaw_deg,north_m,east_m,down_m,vx,vy,vz,batt_v,batt_a,servo1,servo2,servo3,servo4,servo5,servo6,servo7,servo8
18.8,4.518,0.03,-0.18,149.56,6.767,0.025,4.248,0.044,0.06,-0.044,12.0,18.0,1650,1350,1350,1650,1500,1500,1500,1500
18.9,4.486,0.01,-0.16,160.52,6.787,0.024,4.216,0.038,0.058,-0.058,12.0,18.0,1650,1350,1350,1650,1500,1500,1500,1500
19.0,4.486,0.01,-0.16,160.52,6.787,0.024,4.216,0.038,0.058,-0.058,12.0,18.0,1650,1350,1350,1650,1500,1500,1500,1500
19.1,4.44,-0.01,-0.14,171.44,6.806,0.022,4.17,0.033,0.053,-0.078,12.0,18.0,1650,1350,1350,1650,1500,1500,1500,1500
19.2,4.44,-0.01,-0.14,171.44,6.806,0.022,4.17,0.033,0.053,-0.078,12.0,18.0,1650,1350,1350,1650,1500,1500,1500,1500
19.3,4.44,-0.01,-0.14,171.44,6.806,0.022,4.17,0.033,0.053,-0.078,12.0,18.0,1650,1350,1350,1650,1500,1500,1500,1500
19.4,4.419,-0.01,-0.12,179.76,6.786,0.021,4.149,-0.465,0.063,-0.074,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
19.5,4.419,-0.01,-0.12,179.76,6.786,0.021,4.149,-0.465,0.063,-0.074,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
19.6,4.433,-0.0,-0.11,-177.68,6.609,0.022,4.163,-0.936,0.05,-0.05,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
19.7,4.433,-0.0,-0.11,-177.68,6.609,0.022,4.163,-0.936,0.05,-0.05,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
19.8,4.433,-0.0,-0.11,-177.68,6.609,0.022,4.163,-0.936,0.05,-0.05,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
19.9,4.42,0.01,-0.08,-176.25,6.371,0.019,4.15,-1.044,0.036,-0.052,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
20.0,4.42,0.01,-0.08,-176.25,6.371,0.019,4.15,-1.044,0.036,-0.052,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
20.1,4.398,0.02,-0.06,-175.25,6.122,0.015,4.128,-1.06,0.025,-0.059,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
20.2,4.398,0.02,-0.06,-175.25,6.122,0.015,4.128,-1.06,0.025,-0.059,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
20.3,4.398,0.02,-0.06,-175.25,6.122,0.015,4.128,-1.06,0.025,-0.059,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
20.4,4.373,0.03,-0.05,-174.47,5.869,0.01,4.103,-1.059,0.014,-0.065,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
20.5,4.373,0.03,-0.05,-174.47,5.869,0.01,4.103,-1.059,0.014,-0.065,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
20.6,4.347,0.04,-0.04,-173.84,5.615,0.005,4.077,-1.057,0.002,-0.071,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
20.7,4.347,0.04,-0.04,-173.84,5.615,0.005,4.077,-1.057,0.002,-0.071,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
20.8,4.347,0.04,-0.04,-173.84,5.615,0.005,4.077,-1.057,0.002,-0.071,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
20.9,4.336,0.05,-0.03,-173.31,5.359,-0.003,4.066,-1.054,-0.009,-0.064,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
21.0,4.336,0.05,-0.03,-173.31,5.359,-0.003,4.066,-1.054,-0.009,-0.064,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
21.1,4.351,0.05,-0.03,-172.84,5.103,-0.011,4.081,-1.053,-0.02,-0.043,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
21.2,4.351,0.05,-0.03,-172.84,5.103,-0.011,4.081,-1.053,-0.02,-0.043,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
21.3,4.351,0.05,-0.03,-172.84,5.103,-0.011,4.081,-1.053,-0.02,-0.043,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
21.4,4.363,0.06,-0.02,-172.43,4.845,-0.02,4.093,-1.051,-0.03,-0.03,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
21.5,4.363,0.06,-0.02,-172.43,4.845,-0.02,4.093,-1.051,-0.03,-0.03,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
21.6,4.37,0.07,-0.0,-172.13,4.597,-0.03,4.1,-1.042,-0.039,-0.034,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
21.7,4.37,0.07,-0.0,-172.13,4.597,-0.03,4.1,-1.042,-0.039,-0.034,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
21.8,4.37,0.07,-0.0,-172.13,4.597,-0.03,4.1,-1.042,-0.039,-0.034,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
21.9,4.361,0.08,0.0,-171.8,4.341,-0.042,4.091,-1.04,-0.049,-0.034,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
22.0,4.361,0.08,0.0,-171.8,4.341,-0.042,4.091,-1.04,-0.049,-0.034,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
22.1,4.314,0.08,0.01,-171.49,4.085,-0.056,4.044,-1.036,-0.058,-0.061,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
22.2,4.314,0.08,0.01,-171.49,4.085,-0.056,4.044,-1.036,-0.058,-0.061,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
22.3,4.314,0.08,0.01,-171.49,4.085,-0.056,4.044,-1.036,-0.058,-0.061,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
22.4,4.251,0.09,0.02,-171.21,3.831,-0.071,3.981,-1.032,-0.067,-0.092,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
22.5,4.251,0.09,0.02,-171.21,3.831,-0.071,3.981,-1.032,-0.067,-0.092,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
22.6,4.169,0.1,0.03,-170.95,3.575,-0.088,3.899,-1.029,-0.075,-0.128,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
22.7,4.169,0.1,0.03,-170.95,3.575,-0.088,3.899,-1.029,-0.075,-0.128,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
22.8,4.169,0.1,0.03,-170.95,3.575,-0.088,3.899,-1.029,-0.075,-0.128,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
22.9,4.105,0.1,0.03,-170.7,3.319,-0.108,3.835,-1.026,-0.083,-0.146,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
23.0,4.105,0.1,0.03,-170.7,3.319,-0.108,3.835,-1.026,-0.083,-0.146,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
23.1,4.059,0.11,0.04,-170.47,3.064,-0.129,3.789,-1.023,-0.091,-0.151,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
23.2,4.059,0.11,0.04,-170.47,3.064,-0.129,3.789,-1.023,-0.091,-0.151,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
23.3,4.059,0.11,0.04,-170.47,3.064,-0.129,3.789,-1.023,-0.091,-0.151,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
23.4,4.021,0.12,0.04,-170.25,2.809,-0.152,3.751,-1.02,-0.099,-0.152,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
23.5,4.021,0.12,0.04,-170.25,2.809,-0.152,3.751,-1.02,-0.099,-0.152,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
23.6,4.0,0.12,0.05,-170.04,2.809,-0.152,3.751,-1.02,-0.099,-0.152,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
23.7,4.0,0.12,0.05,-170.04,2.553,-0.177,3.73,-1.018,-0.107,-0.14,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
23.8,4.0,0.12,0.05,-170.04,2.553,-0.177,3.73,-1.018,-0.107,-0.14,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
23.9,4.017,0.13,0.05,-169.85,2.297,-0.203,3.747,-1.015,-0.114,-0.108,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
24.0,4.017,0.13,0.05,-169.85,2.297,-0.203,3.747,-1.015,-0.114,-0.108,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
24.1,3.999,0.13,0.06,-169.66,2.042,-0.23,3.729,-1.013,-0.12,-0.107,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
24.2,3.999,0.13,0.06,-169.66,2.042,-0.23,3.729,-1.013,-0.12,-0.107,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
24.3,3.999,0.13,0.06,-169.66,2.042,-0.23,3.729,-1.013,-0.12,-0.107,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
24.4,4.012,0.14,0.06,-169.48,1.787,-0.257,3.742,-1.01,-0.127,-0.081,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
24.5,4.012,0.14,0.06,-169.48,1.787,-0.257,3.742,-1.01,-0.127,-0.081,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
24.6,4.038,0.14,0.06,-169.31,1.787,-0.257,3.742,-1.01,-0.127,-0.081,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
24.7,4.038,0.14,0.06,-169.31,1.531,-0.286,3.768,-1.008,-0.133,-0.053,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
24.8,4.038,0.14,0.06,-169.31,1.531,-0.286,3.768,-1.008,-0.133,-0.053,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
24.9,4.059,0.15,0.07,-169.14,1.277,-0.317,3.789,-1.006,-0.139,-0.032,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
25.0,4.059,0.15,0.07,-169.14,1.277,-0.317,3.789,-1.006,-0.139,-0.032,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
25.1,4.033,0.15,0.07,-168.98,1.021,-0.348,3.763,-1.004,-0.144,-0.047,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
25.2,4.033,0.15,0.07,-168.98,1.021,-0.348,3.763,-1.004,-0.144,-0.047,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
25.3,4.033,0.15,0.07,-168.98,1.021,-0.348,3.763,-1.004,-0.144,-0.047,11.6,30.0,1250,1250,1750,1750,1500,1500,1500,1500
25.4,4.013,0.15,0.08,-168.83,0.785,-0.389,3.743,-0.681,-0.33,-0.051,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
25.5,4.013,0.15,0.08,-168.83,0.785,-0.389,3.743,-0.681,-0.33,-0.051,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
25.6,3.99,0.16,0.08,-168.68,0.785,-0.389,3.743,-0.681,-0.33,-0.051,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
25.7,3.99,0.16,0.08,-168.68,0.663,-0.513,3.72,-0.315,-0.657,-0.054,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
25.8,3.99,0.16,0.08,-168.68,0.663,-0.513,3.72,-0.315,-0.657,-0.054,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
25.9,3.972,0.16,0.08,-168.53,0.597,-0.688,3.702,-0.164,-0.753,-0.055,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
26.0,3.972,0.16,0.08,-168.53,0.597,-0.688,3.702,-0.164,-0.753,-0.055,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
26.1,3.957,0.16,0.08,-168.4,0.597,-0.688,3.702,-0.164,-0.753,-0.055,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
26.2,3.957,0.16,0.08,-168.4,0.557,-0.873,3.687,-0.089,-0.767,-0.056,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
26.3,3.957,0.16,0.08,-168.4,0.557,-0.873,3.687,-0.089,-0.767,-0.056,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
26.4,3.954,0.16,0.08,-168.27,0.534,-1.06,3.684,-0.041,-0.765,-0.047,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
26.5,3.954,0.16,0.08,-168.27,0.534,-1.06,3.684,-0.041,-0.765,-0.047,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
26.6,3.922,0.16,0.07,-168.14,0.534,-1.06,3.684,-0.041,-0.765,-0.047,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
26.7,3.922,0.16,0.07,-168.14,0.518,-1.245,3.652,-0.011,-0.761,-0.061,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
26.8,3.922,0.16,0.07,-168.14,0.518,-1.245,3.652,-0.011,-0.761,-0.061,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
26.9,3.873,0.16,0.07,-168.02,0.508,-1.431,3.603,0.011,-0.757,-0.083,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
27.0,3.873,0.16,0.07,-168.02,0.508,-1.431,3.603,0.011,-0.757,-0.083,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
27.1,3.831,0.16,0.07,-167.9,0.503,-1.616,3.561,0.028,-0.755,-0.096,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
27.2,3.831,0.16,0.07,-167.9,0.503,-1.616,3.561,0.028,-0.755,-0.096,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
27.301,3.831,0.16,0.07,-167.9,0.503,-1.616,3.561,0.028,-0.755,-0.096,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
27.4,3.79,0.16,0.07,-167.78,0.504,-1.801,3.52,0.042,-0.754,-0.105,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
27.5,3.79,0.16,0.07,-167.78,0.504,-1.801,3.52,0.042,-0.754,-0.105,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
27.6,3.79,0.17,0.07,-167.67,0.504,-1.801,3.52,0.042,-0.754,-0.105,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
27.7,3.769,0.17,0.07,-167.67,0.509,-1.986,3.499,0.054,-0.754,-0.1,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
27.8,3.769,0.17,0.07,-167.67,0.509,-1.986,3.499,0.054,-0.754,-0.1,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
27.9,3.714,0.16,0.07,-167.56,0.516,-2.171,3.444,0.063,-0.753,-0.122,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
28.0,3.714,0.16,0.07,-167.56,0.516,-2.171,3.444,0.063,-0.753,-0.122,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
28.1,3.675,0.16,0.07,-167.45,0.516,-2.171,3.444,0.063,-0.753,-0.122,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
28.2,3.675,0.16,0.07,-167.45,0.524,-2.355,3.405,0.071,-0.753,-0.127,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
28.3,3.675,0.16,0.07,-167.45,0.524,-2.355,3.405,0.071,-0.753,-0.127,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
28.4,3.665,0.17,0.07,-167.35,0.535,-2.539,3.395,0.078,-0.753,-0.11,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
28.5,3.665,0.17,0.07,-167.35,0.535,-2.539,3.395,0.078,-0.753,-0.11,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
28.6,3.693,0.17,0.08,-167.25,0.535,-2.539,3.395,0.078,-0.753,-0.11,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
28.7,3.693,0.17,0.08,-167.25,0.548,-2.723,3.423,0.085,-0.753,-0.076,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
28.8,3.693,0.17,0.08,-167.25,0.548,-2.723,3.423,0.085,-0.753,-0.076,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
28.9,3.7,0.17,0.08,-167.15,0.563,-2.907,3.43,0.091,-0.754,-0.06,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
29.0,3.7,0.17,0.08,-167.15,0.563,-2.907,3.43,0.091,-0.754,-0.06,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
29.1,3.704,0.17,0.08,-167.06,0.579,-3.09,3.434,0.096,-0.754,-0.05,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
29.2,3.704,0.17,0.08,-167.06,0.579,-3.09,3.434,0.096,-0.754,-0.05,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
29.3,3.704,0.17,0.08,-167.06,0.579,-3.09,3.434,0.096,-0.754,-0.05,11.8,24.0,1700,1300,1700,1300,1500,1500,1500,1500
29.4,3.727,0.17,0.08,-166.96,0.596,-3.271,3.457,0.078,-0.652,-0.144,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
29.5,3.727,0.17,0.08,-166.96,0.596,-3.271,3.457,0.078,-0.652,-0.144,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
29.6,3.645,0.17,0.08,-166.87,0.596,-3.271,3.457,0.078,-0.652,-0.144,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
29.7,3.645,0.17,0.08,-166.87,0.602,-3.391,3.375,0.026,-0.405,-0.512,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
29.8,3.645,0.17,0.08,-166.87,0.602,-3.391,3.375,0.026,-0.405,-0.512,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
29.9,3.456,0.17,0.08,-166.78,0.599,-3.473,3.186,0.007,-0.301,-0.646,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
30.0,3.456,0.17,0.08,-166.78,0.599,-3.473,3.186,0.007,-0.301,-0.646,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
30.1,3.257,0.17,0.09,-166.69,0.594,-3.535,2.987,-0.002,-0.244,-0.687,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
30.2,3.257,0.17,0.09,-166.69,0.594,-3.535,2.987,-0.002,-0.244,-0.687,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
30.3,3.257,0.17,0.09,-166.69,0.594,-3.535,2.987,-0.002,-0.244,-0.687,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
30.4,3.041,0.18,0.09,-166.6,0.589,-3.587,2.771,-0.006,-0.209,-0.716,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
30.5,3.041,0.18,0.09,-166.6,0.589,-3.587,2.771,-0.006,-0.209,-0.716,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
30.6,2.829,0.18,0.09,-166.52,0.589,-3.587,2.771,-0.006,-0.209,-0.716,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
30.7,2.829,0.18,0.09,-166.52,0.584,-3.63,2.559,-0.007,-0.185,-0.737,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
30.8,2.829,0.18,0.09,-166.52,0.584,-3.63,2.559,-0.007,-0.185,-0.737,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
30.9,2.617,0.18,0.1,-166.44,0.579,-3.668,2.347,-0.006,-0.167,-0.754,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
31.0,2.617,0.18,0.1,-166.44,0.579,-3.668,2.347,-0.006,-0.167,-0.754,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
31.1,2.417,0.18,0.1,-166.36,0.574,-3.7,2.147,-0.005,-0.152,-0.761,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
31.2,2.417,0.18,0.1,-166.36,0.574,-3.7,2.147,-0.005,-0.152,-0.761,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
31.3,2.417,0.18,0.1,-166.36,0.574,-3.7,2.147,-0.005,-0.152,-0.761,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
31.4,2.199,0.18,0.1,-166.28,0.569,-3.73,1.929,-0.003,-0.141,-0.78,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
31.5,2.199,0.18,0.1,-166.28,0.569,-3.73,1.929,-0.003,-0.141,-0.78,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
31.6,2.023,0.17,0.1,-166.21,0.564,-3.755,1.753,-0.001,-0.13,-0.766,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
31.7,2.023,0.17,0.1,-166.21,0.564,-3.755,1.753,-0.001,-0.13,-0.766,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
31.8,2.023,0.17,0.1,-166.21,0.564,-3.755,1.753,-0.001,-0.13,-0.766,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
31.9,1.85,0.16,0.1,-166.14,0.557,-3.777,1.58,0.0,-0.121,-0.755,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
32.0,1.85,0.16,0.1,-166.14,0.557,-3.777,1.58,0.0,-0.121,-0.755,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
32.1,1.704,0.16,0.11,-166.07,0.557,-3.777,1.58,0.0,-0.121,-0.755,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
32.2,1.704,0.16,0.11,-166.07,0.552,-3.796,1.434,0.002,-0.112,-0.728,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
32.3,1.704,0.16,0.11,-166.07,0.552,-3.796,1.434,0.002,-0.112,-0.728,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
32.4,1.544,0.15,0.11,-166.0,0.547,-3.814,1.274,0.003,-0.104,-0.718,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
32.5,1.544,0.15,0.11,-166.0,0.547,-3.814,1.274,0.003,-0.104,-0.718,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
32.6,1.377,0.15,0.11,-165.93,0.547,-3.814,1.274,0.003,-0.104,-0.718,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
32.7,1.377,0.15,0.11,-165.93,0.542,-3.831,1.107,0.005,-0.098,-0.711,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
32.8,1.377,0.15,0.11,-165.93,0.542,-3.831,1.107,0.005,-0.098,-0.711,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
32.9,1.21,0.15,0.11,-165.86,0.537,-3.846,0.94,0.007,-0.092,-0.706,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
33.0,1.21,0.15,0.11,-165.86,0.537,-3.846,0.94,0.007,-0.092,-0.706,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
33.1,1.034,0.15,0.11,-165.8,0.537,-3.846,0.94,0.007,-0.092,-0.706,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
33.2,1.034,0.15,0.11,-165.8,0.533,-3.861,0.764,0.009,-0.087,-0.706,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
33.3,1.034,0.15,0.11,-165.8,0.533,-3.861,0.764,0.009,-0.087,-0.706,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
33.4,0.862,0.14,0.11,-165.73,0.529,-3.875,0.592,0.01,-0.083,-0.703,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
33.5,0.862,0.14,0.11,-165.73,0.529,-3.875,0.592,0.01,-0.083,-0.703,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
33.6,0.862,0.14,0.11,-165.67,0.529,-3.875,0.592,0.01,-0.083,-0.703,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
33.701,0.693,0.14,0.11,-165.67,0.525,-3.889,0.423,0.011,-0.079,-0.7,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
33.814,0.693,0.14,0.11,-165.67,0.525,-3.889,0.423,0.011,-0.079,-0.7,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
33.9,0.527,0.14,0.11,-165.61,0.52,-3.902,0.257,0.012,-0.075,-0.693,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
34.0,0.527,0.14,0.11,-165.61,0.52,-3.902,0.257,0.012,-0.075,-0.693,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
34.1,0.366,0.14,0.11,-165.55,0.52,-3.902,0.257,0.012,-0.075,-0.693,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
34.2,0.366,0.14,0.11,-165.55,0.515,-3.914,0.096,0.013,-0.072,-0.683,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
34.3,0.366,0.14,0.11,-165.55,0.515,-3.914,0.096,0.013,-0.072,-0.683,12.2,12.0,1500,1500,1500,1500,1300,1300,1300,1300
34.4,0.305,0.13,0.11,-165.49,0.508,-3.925,0.035,0.01,-0.067,0.576,12.2,12.0,1500,1500,1500,1500,1500,1500,1500,1500
34.5,0.305,0.13,0.11,-165.49,0.508,-3.925,0.035,0.01,-0.067,0.576,12.2,12.0,1500,1500,1500,1500,1500,1500,1500,1500
34.6,0.392,0.13,0.11,-165.43,0.502,-3.936,0.122,0.011,-0.064,0.34,12.6,0.0,1500,1500,1500,1500,1500,1500,1500,1500
34.717,0.392,0.13,0.11,-165.43,0.502,-3.936,0.122,0.011,-0.064,0.34,12.6,0.0,1500,1500,1500,1500,1500,1500,1500,1500
34.8,0.392,0.13,0.11,-165.43,0.502,-3.936,0.122,0.011,-0.064,0.34,12.6,0.0,1500,1500,1500,1500,1500,1500,1500,1500
34.9,0.444,0.13,0.11,-165.38,0.498,-3.946,0.174,0.012,-0.062,0.221,12.6,0.0,1500,1500,1500,1500,1500,1500,1500,1500
35.0,0.444,0.13,0.11,-165.38,0.498,-3.946,0.174,0.012,-0.062,0.221,12.6,0.0,1500,1500,1500,1500,1500,1500,1500,1500
35.1,0.479,0.13,0.11,-165.32,0.498,-3.946,0.174,0.012,-0.062,0.221,12.6,0.0,1500,1500,1500,1500,1500,1500,1500,1500
35.2,0.479,0.13,0.11,-165.32,0.492,-3.956,0.209,0.013,-0.06,0.152,12.6,0.0,1500,1500,1500,1500,1500,1500,1500,1500
35.302,0.479,0.13,0.11,-165.32,0.492,-3.956,0.209,0.013,-0.06,0.152,12.6,0.0,1500,1500,1500,1500,1500,1500,1500,1500
35.4,0.497,0.13,0.11,-165.27,0.488,-3.966,0.227,0.014,-0.058,0.104,12.6,0.0,1500,1500,1500,1500,1500,1500,1500,1500
35.518,0.497,0.13,0.11,-165.27,0.488,-3.966,0.227,0.014,-0.058,0.104,12.6,0.0,1500,1500,1500,1500,1500,1500,1500,1500
35.617,0.497,0.13,0.11,-165.27,0.488,-3.966,0.227,0.014,-0.058,0.104,12.6,0.0,1500,1500,1500,1500,1500,1500,1500,1500
35.739,0.514,0.13,0.11,-165.22,0.484,-3.975,0.244,0.016,-0.055,0.086,12.6,0.0,1500,1500,1500,1500,1500,1500,1500,1500
35.8,0.514,0.13,0.11,-165.22,0.484,-3.975,0.244,0.016,-0.055,0.086,12.6,0.0,1500,1500,1500,1500,1500,1500,1500,1500
35.906,0.572,0.13,0.11,-165.17,0.479,-3.985,0.302,0.017,-0.054,0.092,12.6,0.0,1500,1500,1500,1500,1500,1500,1500,1500
36.0,0.572,0.13,0.11,-165.17,0.479,-3.985,0.302,0.017,-0.054,0.092,12.6,0.0,1500,1500,1500,1500,1500,1500,1500,1500
